"Company name","ASX code","GICS industry group","Price","High","Low","Change","Volume"
"SPICERS LIMITED","SRS","Capital Goods","0.0330","0.0330","0.0330","0.0010","751654"
"SPIRIT TELECOM LIMITED","ST1","Telecommunication Services","0.1200","0.1200","0.1200","0.0000","57414"
"SPITFIRE MATERIALS LTD","SPI","Materials","0.1200","0.1200","0.1200","-0.0048","65923"
"SPOOKFISH LIMITED","SFI","Software & Services",,"","","",""
"SPORTSHERO LIMITED","SHO","Software & Services","0.0680","0.0680","0.0680","-0.0019","40000"
"SPOTLESS GROUP HOLDINGS LIMITED","SPO","Commercial & Professional Services","1.0950","1.0950","1.0900","0.0000","1810"
"SPRING FG LIMITED","SFL","Diversified Financials","0.2100","0.2100","0.2100","0.0105","2430"
"SPRINTEX LIMITED","SIX","Automobiles & Components","0.1600","0.1600","0.1600","-0.0048","9000"
"SRG LIMITED.","SRG","Capital Goods","1.3800","1.3950","1.3750","-0.0197","3405"
"ST BARBARA LIMITED","SBM","Materials","2.7150","2.7300","2.7100","-0.0049","316070"
"ST GEORGE MINING LIMITED","SGQ","Materials","0.1250","0.1300","0.1250","0.0000","127645"
"STANMORE COAL LIMITED","SMR","Energy","0.4000","0.4000","0.4000","0.0051","2596"
"STARGROUP LIMITED","STL","Technology Hardware & Equipment","0.0200","0.0200","0.0200","0.0000","50249"
"STARPHARMA HOLDINGS LIMITED","SPL","Pharmaceuticals, Biotechnology & Life Sciences","1.4600","1.4600","1.4350","0.0203","201102"
"STAVELY MINERALS LIMITED","SVY","Materials","0.1450","0.1500","0.1450","0.0107","80000"
"STEADFAST GROUP LIMITED","SDF","Insurance","2.8200","2.8200","2.8050","0.0051","264921"
"STEAMSHIPS TRADING COMPANY LIMITED","SST","Capital Goods","21.0000","21.0000","21.0000","0.0000","40"
"STELLAR RESOURCES LIMITED","SRZ","Materials","0.0140","0.0140","0.0140","0.0000","329375"
"STEMCELL UNITED LIMITED","SCU","Pharmaceuticals, Biotechnology & Life Sciences","0.0240","0.0240","0.0220","0.0000","686377"
"STERLING PLANTATIONS LIMITED","SBI","Food, Beverage & Tobacco",,"0.0080","0.0080","0.0000","20000"
"STIRFIRE LIMITED","SFS","Class Pend",,"","","",""
"STOCKLAND","SGP","Real Estate","4.2900","4.2950","4.2800","0.0051","686002"
"STOKES LIMITED","SKS","Capital Goods",,"0.2800","0.2700","0.0000","5000"
"STONE RESOURCES AUSTRALIA LIMITED","SHK","Materials",,"","","",""
"STONEWALL RESOURCES LIMITED","SWJ","Materials",,"","","",""
"STORY-I LIMITED","SRY","Retailing","0.0270","0.0270","0.0270","0.0000","900000"
"STRANDLINE RESOURCES LIMITED","STA","Materials","0.0050","0.0050","0.0050","-0.0008","2416833"
"STRATA-X ENERGY LIMITED","SXA","Energy",,"0.0280","0.0280","0.0010","18037"
"STRATEGIC ELEMENTS LIMITED","SOR","Diversified Financials","0.0840","0.0860","0.0840","-0.0010","272906"
"STRATEGIC ENERGY RESOURCES LIMITED","SER","Materials","0.0080","0.0080","0.0080","0.0011","3000000"
"STRATEGIC MINERALS CORPORATION NL","SMC","Materials","0.3000","0.3000","0.3000","-0.0188","2200"
"STREAM GROUP LIMITED","SGO","Software & Services",,"","","",""
"STRIKE ENERGY LIMITED","STX","Energy","0.0730","0.0730","0.0730","0.0010","26091"
"STRIKE RESOURCES LIMITED","SRK","Materials","0.0400","0.0400","0.0400","-0.0010","2500"
"STRUCTURAL MONITORING SYSTEMS PLC","SMN","Technology Hardware & Equipment","1.2050","1.2300","1.1900","0.0000","47324"
"SUBZERO GROUP LIMITED","SZG","Capital Goods",,"","","",""
"SUCCESS GLOBAL MEDIA LIMITED","SGU","Consumer Services","0.0350","0.0350","0.0350","0.0000","22857"
"SUDA LTD","SUD","Pharmaceuticals, Biotechnology & Life Sciences","0.0180","0.0180","0.0180","0.0000","100000"
"SUGAR DRAGON LIMITED","SDC","Class Pend",,"","","",""
"SUMATRA COPPER & GOLD PLC","SUM","Materials","0.0180","0.0180","0.0180","0.0000","231958"
"SUMMERSET GROUP HOLDINGS LIMITED","SNZ","Health Care Equipment & Services","4.7100","4.7100","4.7000","0.0000","3014"
"SUMMIT RESOURCES LIMITED","SMM","Energy","0.1200","0.1200","0.1200","-0.0240","6416"
"SUN RESOURCES NL","SUR","Energy","0.0050","0.0050","0.0050","0.0000","18000"
"SUNBRIDGE GROUP LIMITED","SBB","Retailing","0.0110","0.0110","0.0110","0.0000","67218"
"SUNCORP GROUP LIMITED","SUN","Insurance","13.2450","13.2700","13.2300","-0.0397","298519"
"SUNCORP-METWAY LIMITED .","SBK","Insurance",,"","","",""
"SUNDANCE ENERGY AUSTRALIA LIMITED","SEA","Energy","0.0570","0.0570","0.0560","-0.0010","49365"
"SUNDANCE RESOURCES LIMITED","SDL","Materials","0.0030","0.0030","0.0030","0.0000","440000"
"SUNLAND GROUP LIMITED","SDG","Real Estate","1.6650","1.6650","1.6500","0.0152","641"
"SUNVEST CORPORATION LIMITED","SVS","Not Applic",,"0.2700","0.2700","-0.0049","5000"
"SUPER RETAIL GROUP LIMITED","SUL","Retailing","8.2400","8.2700","8.2350","0.0099","99102"
"SUPERIOR RESOURCES LIMITED","SPQ","Materials","0.0060","0.0060","0.0060","0.0000","265000"
"SUPERLOOP LIMITED","SLC","Telecommunication Services","2.3300","2.3500","2.3250","-0.0100","33573"
"SUPPLY NETWORK LIMITED","SNL","Retailing","3.6000","3.6000","3.6000","-0.0396","28"
"SUREFIRE RESOURCES NL","SRN","Materials","0.0010","0.0010","0.0010","0.0000","1000000"
"SURFSTITCH GROUP LIMITED","SRF","Retailing",,"","","",""
"SWALA ENERGY LIMITED","SWE","Energy",,"","","",""
"SWICK MINING SERVICES LTD","SWK","Materials","0.2900","0.2900","0.2900","0.0000","1586"
"SWIFT NETWORKS GROUP LIMITED","SW1","Technology Hardware & Equipment","0.3900","0.4300","0.3900","0.0211","583795"
"SYDNEY AIRPORT","SYD","Transportation","7.1500","7.1550","7.1300","0.0050","1048239"
"SYNDICATED METALS LIMITED","SMD","Materials","0.0180","0.0190","0.0180","0.0023","488887"
"SYNGAS LIMITED","SYS","Energy","0.0020","0.0020","0.0020","0.0000","599537"
"SYNLAIT MILK LIMITED","SM1","Food, Beverage & Tobacco",,"","","",""
"SYNTONIC LIMITED","SYT","Software & Services","0.0280","0.0280","0.0280","0.0000","97500"
"SYRAH RESOURCES LIMITED","SYR","Materials","3.6100","3.6200","3.6000","0.0000","324395"
"TABCORP HOLDINGS LIMITED","TAH","Consumer Services","4.2650","4.2950","4.2650","0.0000","560846"
"TAG PACIFIC LIMITED","TAG","Diversified Financials","0.0540","0.0540","0.0540","0.0000","60000"
"TALGA RESOURCES LTD","TLG","Materials","0.5900","0.5900","0.5850","0.0000","716"
"TALISMAN MINING LIMITED","TLM","Materials","0.2450","0.2450","0.2450","0.0104","60000"
"TALON PETROLEUM LIMITED","TPD","Energy","0.0080","0.0080","0.0080","0.0027","62500"
"TAMASKA OIL AND GAS LTD","TMK","Energy","0.0030","0.0030","0.0030","0.0000","258382"
"TAMAWOOD LIMITED","TWD","Consumer Durables & Apparel","4.1800","4.1800","4.1800","0.0405","1150"
"TANAMI GOLD NL","TAM","Materials","0.0490","0.0490","0.0490","0.0010","6648"
"TANGA RESOURCES LIMITED","TRL","Materials","0.0110","0.0110","0.0110","-0.0009","200000"
"TAP OIL LIMITED","TAP","Energy","0.0530","0.0530","0.0530","0.0000","75904"
"TARGET ENERGY LIMITED","TEX","Energy","0.0010","0.0010","0.0010","0.0000","121907"
"TARUGA GOLD LIMITED","TAR","Materials","0.0710","0.0730","0.0710","-0.0010","729452"
"TASFOODS LIMITED","TFL","Food, Beverage & Tobacco","0.1800","0.1800","0.1800","-0.0049","3275"
"TASMAN RESOURCES LTD","TAS","Materials","0.1300","0.1300","0.1300","0.0000","5651"
"TASSAL GROUP LIMITED","TGR","Food, Beverage & Tobacco","3.9400","3.9500","3.9200","0.0000","152315"
"TATTS GROUP LIMITED","TTS","Consumer Services","3.9500","3.9800","3.9500","-0.0099","365366"
"TAWANA RESOURCES NL","TAW","Materials","0.3500","0.3600","0.3500","0.0000","497905"
"TBG DIAGNOSTICS LIMITED","TDL","Pharmaceuticals, Biotechnology & Life Sciences","0.1000","0.1000","0.1000","0.0000","1724"
"TECH MPIRE LIMITED","TMP","Media","0.2750","0.2900","0.2750","0.0051","25802"
"TECHNICHE LIMITED.","TCN","Diversified Financials","0.0410","0.0410","0.0410","0.0000","17141"
"TECHNOLOGY METALS AUSTRALIA LIMITED","TMT","Materials","0.2100","0.2100","0.2100","0.0000","124123"
"TECHNOLOGY ONE LIMITED","TNE","Software & Services","4.8000","4.8200","4.7900","0.0000","190190"
"TEGEL GROUP HOLDINGS LIMITED","TGH","Food, Beverage & Tobacco",,"","","",""
"TELSTRA CORPORATION LIMITED.","TLS","Telecommunication Services","3.4800","3.4850","3.4600","0.0000","3916412"
"TEMPLE & WEBSTER GROUP LTD","TPW","Retailing","0.3550","0.3600","0.3550","0.0157","5776"
"TEMPLETON GLOBAL GROWTH FUND LIMITED","TGG","Diversified Financials","1.3800","1.3850","1.3800","0.0000","35025"
"TEMPO AUSTRALIA LTD","TPP","Commercial & Professional Services","0.1750","0.1750","0.1750","-0.0049","25000"
"TEN NETWORK HOLDINGS LIMITED","TEN","Media",,"","","",""
"TERANGA GOLD CORPORATION","TGZ","Materials",,"3.5600","3.5300","0.0099","25934"
"TERRACOM LIMITED","TER","Energy","0.0270","0.0270","0.0270","0.0000","302184"
"TERRAIN MINERALS LIMITED","TMX","Materials","0.0080","0.0080","0.0080","0.0000","65742"
"TERRAMIN AUSTRALIA LIMITED.","TZN","Materials","0.1650","0.1650","0.1650","0.0000","4087"
"TESSERENT LIMITED","TNT","Software & Services","0.0600","0.0600","0.0600","0.0000","8334"
"TEST SECURITY","TES","Class Pend",,"","","",""
"THE A2 MILK COMPANY LIMITED","A2M","Food, Beverage & Tobacco","6.8900","6.9300","6.8800","0.0048","1219220"
"THE CITADEL GROUP LIMITED","CGL","Software & Services","5.9500","6.0400","5.9000","-0.0298","15100"
"THE FOOD REVOLUTION GROUP LIMITED","FOD","Food, Beverage & Tobacco","0.0530","0.0530","0.0530","0.0000","52643"
"THE GO2 PEOPLE LTD","GO2","Class Pend",,"","","",""
"THE GRUDEN GROUP LTD","GGL","Software & Services","0.0170","0.0170","0.0170","0.0000","69108"
"THE HYDROPONICS COMPANY LIMITED","THC","Pharmaceuticals, Biotechnology & Life Sciences","0.2500","0.2600","0.2500","0.0000","7061"
"THE PAS GROUP LIMITED","PGR","Retailing","0.4500","0.4500","0.4500","0.0000","10999"
"THE REJECT SHOP LIMITED","TRS","Retailing","4.4400","4.4500","4.4000","0.0404","22229"
"THE STAR ENTERTAINMENT GROUP LIMITED","SGR","Consumer Services","5.1100","5.1400","5.1050","0.0000","297994"
"THINK CHILDCARE LIMITED","TNK","Consumer Services","2.0000","2.0000","2.0000","0.0512","1280"
"THOMSON RESOURCES LIMITED","TMZ","Materials","0.0370","0.0370","0.0370","0.0010","10"
"THOR MINING PLC","THR","Materials","0.0150","0.0150","0.0150","-0.0009","26890"
"THORN GROUP LIMITED","TGA","Retailing","1.1070","1.1150","1.1050","0.0101","37181"
"THORNEY OPPORTUNITIES LTD","TOP","Not Applic","0.7000","0.7000","0.7000","-0.0050","2250"
"THORNEY TECHNOLOGIES LTD","TEK","Energy","0.2500","0.2500","0.2500","0.0000","10009"
"THREAT PROTECT AUSTRALIA LIMITED","TPS","Energy","0.0260","0.0260","0.0260","-0.0019","38464"
"THRED LIMITED","THD","Software & Services","0.0110","0.0110","0.0110","0.0000","170000"
"THUNDELARRA LIMITED","THX","Materials","0.0250","0.0250","0.0240","0.0010","863096"
"TIAN AN AUSTRALIA LIMITED","TIA","Real Estate","1.1050","1.1050","1.1050","-0.0197","240"
"TIAN POH RESOURCES LIMITED","TPO","Materials","0.1950","0.1950","0.1950","","3000"
"TIANMEI BEVERAGE GROUP CORPORATION LIMITED","TB8","Food, Beverage & Tobacco",,"","","",""
"TIGER RESOURCES LIMITED","TGS","Materials",,"","","",""
"TIGERS REALM COAL LIMITED","TIG","Materials","0.0490","0.0500","0.0490","0.0010","218813"
"TIKFORCE LIMITED","TKF","Software & Services","0.0300","0.0300","0.0300","0.0010","170"
"TILT RENEWABLES LIMITED.","TLT","Utilities",,"","","",""
"TIMAH RESOURCES LIMITED","TML","Utilities","0.0500","0.0500","0.0500","","20000"
"TINYBEANS GROUP LTD","TNY","Software & Services","0.8550","0.8550","0.8500","-0.0428","27000"
"TITAN MINERALS LIMITED","TTM","Materials",,"","","",""
"TITANIUM SANDS LIMITED","TSL","Materials",,"","","",""
"TLOU ENERGY LIMITED","TOU","Energy","0.1400","0.1400","0.1400","0.0000","100000"
"TNG LIMITED","TNG","Materials","0.1450","0.1450","0.1450","0.0000","75390"
"TNT MINES LIMITED","TIN","Class Pend",,"","","",""
"TODD RIVER RESOURCES LIMITED","TRT","Materials","0.1200","0.1200","0.1200","0.0000","21000"
"TOMIZONE LIMITED","TOM","Software & Services",,"0.0240","0.0240","0.0000","21666"
"TOP END MINERALS LIMITED","TND","Materials",,"","","",""
"TOPBETTA HOLDINGS LIMITED","TBH","Consumer Services","0.3250","0.3300","0.3250","0.0000","6204"
"TOPTUNG LTD","TTW","Materials","0.0280","0.0280","0.0250","-0.0010","316371"
"TORIAN RESOURCES LIMITED","TNR","Materials","0.0750","0.0750","0.0750","0.0000","59369"
"TORO ENERGY LIMITED","TOE","Energy","0.0290","0.0290","0.0290","0.0000","610833"
"TORRENS 2009-3 TRUST","TRB","Not Applic",,"","","",""
"TORRENS SERIES 2010-1 TRUST","TRP","Not Applic",,"","","",""
"TORRENS SERIES 2010-2 TRUST","TRK","Not Applic",,"","","",""
"TORRENS SERIES 2010-3 TRUST","TOA","Not Applic",,"","","",""
"TORRENS SERIES 2013-1 TRUST","TNB","Not Applic",,"","","",""
"TORRENS SERIES 2013-2 TRUST","TNF","Not Applic",,"","","",""
"TORRENS SERIES 2014-1 TRUST","TNH","Not Applic",,"","","",""
"TORRENS SERIES 2014-2 TRUST","TOZ","Not Applic",,"","","",""
"TORRENS SERIES 2015-1 TRUST","TNJ","Not Applic",,"","","",""
"TORRENS SERIES 2016-1 TRUST","TTZ","Not Applic",,"","","",""
"TOTAL FACE GROUP LIMITED","TFG","Consumer Services","0.1600","0.1600","0.1600","0.0000","50000"
"TOWER LIMITED","TWR","Insurance","0.7700","0.7700","0.7700","0.0000","3538"
"TOX FREE SOLUTIONS LIMITED","TOX","Commercial & Professional Services","2.5800","2.5800","2.5600","0.0101","40176"
"TPC CONSOLIDATED LIMITED","TPC","Telecommunication Services","0.9000","0.9500","0.9000","0.0759","2850"
"TPG TELECOM LIMITED","TPM","Telecommunication Services","4.9000","4.9100","4.8900","-0.0299","280160"
"TPI ENTERPRISES LIMITED","TPE","Pharmaceuticals, Biotechnology & Life Sciences",,"","","",""
"TRADE ME GROUP LIMITED","TME","Retailing","4.0550","4.0550","4.0400","0.0049","45891"
"TRADITIONAL THERAPY CLINICS LIMITED","TTC","Health Care Equipment & Services","0.1800","0.1800","0.1800","0.0000","9999"
"TRAFFIC TECHNOLOGIES LTD.","TTI","Transportation","0.0330","0.0330","0.0330","-0.0010","150048"
"TRAKA RESOURCES LIMITED","TKL","Materials","0.0500","0.0500","0.0490","0.0000","334467"
"TRANSACTION SOLUTIONS INTERNATIONAL LIMITED","TSN","Software & Services","0.0050","0.0060","0.0050","-0.0008","750000"
"TRANSCENDENCE TECHNOLOGIES LIMITED","TTL","Diversified Financials","0.0200","0.0200","0.0200","0.0000","98021"
"TRANSMETRO CORPORATION LIMITED","TCO","Consumer Services",,"1.0550","1.0550","0.0051","1000"
"TRANSURBAN GROUP","TCL","Transportation","11.8150","11.8300","11.7800","-0.0449","665279"
"TREASURY CORPORATION OF VICTORIA","XVG","Not Applic",,"","","",""
"TREASURY WINE ESTATES LIMITED","TWE","Food, Beverage & Tobacco","13.9600","14.0050","13.9500","0.0195","361295"
"TREK METALS LIMITED","TKM","Materials","0.0300","0.0300","0.0300","-0.0010","150000"
"TRIANGLE ENERGY (GLOBAL) LIMITED","TEG","Energy","0.1900","0.2000","0.1900","0.0051","625146"
"TRIBUNE RESOURCES LIMITED","TBR","Materials","6.8000","7.0000","6.8000","-0.1469","6935"
"TRILOGY INTERNATIONAL LIMITED","TIL","Household & Personal Products",,"","","",""
"TRIPLE ENERGY LIMITED","TNP","Energy","0.1100","0.1100","0.1100","0.0000","16875"
"TRITON MINERALS LTD","TON","Materials","0.0850","0.0850","0.0850","-0.0010","92347"
"TROY RESOURCES LIMITED","TRY","Materials","0.0980","0.0980","0.0970","0.0000","344670"
"TRUSCOTT MINING CORPORATION LIMITED","TRM","Materials","0.0250","0.0250","0.0250","0.0000","50000"
"TRUSTEES AUSTRALIA LIMITED","TAU","Consumer Services","0.1900","0.1900","0.1800","0.0000","58003"
"TTA HOLDINGS LIMITED","TTA","Retailing",,"","","",""
"TTG FINTECH LIMITED","TUP","Software & Services","0.1250","0.1250","0.1250","0.0052","2500"
"TUNGSTEN MINING NL","TGN","Materials","0.1400","0.1400","0.1400","0.0000","108010"
"TURNERS AUTOMOTIVE GROUP LIMITED","TRA","Diversified Financials",,"","","",""
"TV2U INTERNATIONAL LIMITED","TV2","Software & Services","0.0120","0.0120","0.0120","0.0000","3945585"
"TYCHEAN RESOURCES LTD","TYK","Materials","0.0040","0.0040","0.0040","0.0000","250000"
"TYRANNA RESOURCES LIMITED","TYX","Materials","0.0150","0.0150","0.0150","0.0000","924779"
"TZ LIMITED","TZL","Technology Hardware & Equipment","0.0260","0.0260","0.0250","0.0010","30000"
"UCW LIMITED","UCW","Consumer Services","0.0500","0.0500","0.0500","0.0032","15000"
"UIL ENERGY LTD","UIL","Energy","0.0310","0.0310","0.0310","0.0000","21770"
"ULTIMA UNITED LIMITED","UUL","Real Estate","0.0500","0.0500","0.0500","0.0000","4500"
"ULTRACHARGE LIMITED","UTR","Capital Goods","0.0340","0.0340","0.0340","0.0010","100000"
"UNILIFE CORPORATION","UNS","Health Care Equipment & Services",,"","","",""
"UNITED NETWORKS LIMITED","UNL","Telecommunication Services","0.1100","0.1100","0.1100","0.0000","41211"
"UNITED OVERSEAS AUSTRALIA LIMITED","UOS","Real Estate","0.6400","0.6400","0.6200","0.0000","6141"
"UNIVERSAL BIOSENSORS INC.","UBI","Health Care Equipment & Services","0.3700","0.3700","0.3700","-0.0190","27828"
"UNIVERSAL COAL PLC","UNV","Energy","0.1850","0.1850","0.1850","-0.0049","5405"
"UPDATER INC","UPD","Software & Services","1.2500","1.2550","1.2400","0.0000","30696"
"URANIUM EQUITIES LIMITED","UEQ","Energy","0.0130","0.0130","0.0130","0.0011","4027593"
"URANIUM RESOURCES INC","URI","Energy",,"","","",""
"URANIUMSA LIMITED","USA","Energy","0.0070","0.0070","0.0070","0.0000","865408"
"URB INVESTMENTS LIMITED","URB","Not Applic","1.0000","1.0000","0.9950","-0.0099","13600"
"URBANISE.COM LIMITED","UBN","Software & Services","0.0490","0.0490","0.0490","0.0082","6000"
"US MASTERS RESIDENTIAL PROPERTY FUND","URF","Real Estate","1.8000","1.8000","1.8000","0.0000","60018"
"US RESIDENTIAL FUND","USR","Not Applic","0.4300","0.4300","0.4300","0.0000","26600"
"US SELECT PRIVATE OPPORTUNITIES FUND","USF","Not Applic","1.9700","1.9700","1.9700","0.0100","435"
"US SELECT PRIVATE OPPORTUNITIES FUND II","USG","Not Applic","2.1400","2.1400","2.1400","0.0201","8125"
"US SELECT PRIVATE OPPORTUNITIES FUND III","USP","Not Applic",,"","","",""
"USCOM LIMITED","UCM","Health Care Equipment & Services","0.1600","0.1600","0.1600","0.0000","100000"
"UUV AQUABOTIX LTD","UUV","Capital Goods","0.1000","0.1000","0.1000","-0.0048","205000"
"VALMEC LIMITED","VMX","Energy","0.2100","0.2100","0.2100","0.0000","32800"
"VALOR RESOURCES LIMITED","VAL","Materials","0.0300","0.0310","0.0300","0.0000","2504631"
"VANGO MINING LIMITED","VAN","Materials","0.0580","0.0580","0.0580","0.0000","16983"
"VARISCAN MINES LIMITED","VAR","Materials","0.0080","0.0080","0.0080","0.0000","362738"
"VAULT INTELLIGENCE LIMITED","VLT","Materials","0.0300","0.0300","0.0300","0.0010","46459"
"VDM GROUP LIMITED","VMG","Capital Goods","0.0010","0.0010","0.0010","0.0000","1000000"
"VEALLS LIMITED","VEL","Diversified Financials",,"","","",""
"VECTOR RESOURCES LIMITED","VEC","Materials","0.0120","0.0130","0.0120","-0.0009","498210"
"VECTUS BIOSYSTEMS LIMITED","VBS","Pharmaceuticals, Biotechnology & Life Sciences","1.2500","1.2500","1.2500","-0.0388","1489"
