"Company name","ASX code","GICS industry group","price","high","low","change","volume"
"CORAZON MINING LIMITED","CZN","Materials","0.0230","0.0230","0.0230","0.0000","334848"
"CORE EXPLORATION LIMITED","CXO","Materials","0.0480","0.0480","0.0440","-0.0019","2478229"
"CORIZON LIMITED","CIZ","Materials",,"","","",""
"CORPORATE TRAVEL MANAGEMENT LIMITED","CTD","Consumer Services","21.4900","21.5100","21.4500","0.0408","32351"
"CORUM GROUP LIMITED","COO","Software & Services","0.0400","0.0400","0.0400","0.0000","95000"
"COSTA GROUP HOLDINGS LIMITED","CGC","Food, Beverage & Tobacco","5.3450","5.3500","5.3300","0.0000","119294"
"COUGAR METALS NL","CGM","Materials","0.0140","0.0140","0.0140","-0.0009","40000"
"COUNTPLUS LIMITED","CUP","Commercial & Professional Services","0.6550","0.6600","0.6500","0.0000","22702"
"COUNTY INTERNATIONAL LIMITED","CCJ","Energy","0.0070","0.0070","0.0070","-0.0009","15341"
"COVATA LIMITED","CVT","Software & Services","0.0730","0.0740","0.0730","-0.0010","82678"
"COVENTRY GROUP LIMITED","CYG","Capital Goods","1.0200","1.0200","1.0200","0.0204","19007"
"COVENTRY RESOURCES LIMITED.","CYY","Materials","0.0850","0.0850","0.0840","0.0020","193537"
"COZIRON RESOURCES LIMITED","CZR","Materials","0.0160","0.0160","0.0160","0.0000","93800"
"CPT GLOBAL LIMITED","CGO","Software & Services","0.1450","0.1450","0.1450","0.0000","47500"
"CRADLE RESOURCES LIMITED","CXX","Materials","0.1300","0.1300","0.1300","-0.0048","35000"
"CRATER GOLD MINING LIMITED","CGN","Materials","0.0090","0.0090","0.0090","0.0000","6402"
"CRE8TEK LIMITED","CR8","Software & Services","0.0380","0.0380","0.0380","-0.0010","78694"
"CREDIT CORP GROUP LIMITED","CCP","Diversified Financials","18.2900","18.3200","18.2500","0.0201","21026"
"CRESO PHARMA LIMITED","CPH","Pharmaceuticals, Biotechnology & Life Sciences","0.4950","0.4950","0.4900","0.0000","2050"
"CROMWELL PROPERTY GROUP","CMW","Real Estate","0.9650","0.9650","0.9600","0.0030","142456"
"CROPLOGIC LIMITED","CLI","Class Pend",,"","","",""
"CROSSLAND STRATEGIC METALS LTD","CUX","Materials","0.0070","0.0070","0.0070","0.0012","85510"
"CROWD MOBILE LIMITED","CM8","Media","0.1800","0.1800","0.1800","0.0030","70000"
"CROWN RESORTS LIMITED","CWN","Consumer Services","11.6200","11.6500","11.5900","0.0604","251887"
"CRUSADE ABS SERIES 2013-1 TRUST","CUF","Not Applic",,"","","",""
"CRUSADE ABS SERIES 2015-1 TRUST","CUH","Not Applic",,"","","",""
"CRUSADE ABS SERIES 2016-1 TRUST","CU1","Not Applic",,"","","",""
"CRUSADE ABS SERIES 2017-1 TRUST","CU2","Not Applic",,"","","",""
"CRUSADER RESOURCES LIMITED","CAS","Materials","0.1150","0.1150","0.1150","0.0052","24036"
"CRYOSITE LIMITED","CTE","Pharmaceuticals, Biotechnology & Life Sciences","0.1300","0.1300","0.1300","-0.0276","16666"
"CSG LIMITED","CSV","Software & Services","0.3670","0.3670","0.3450","-0.0126","568103"
"CSL LIMITED","CSL","Pharmaceuticals, Biotechnology & Life Sciences","130.7800","130.8800","130.1900","0.2877","51196"
"CSR LIMITED","CSR","Materials","4.1500","4.1550","4.1250","0.0149","204131"
"CTI LOGISTICS LIMITED","CLX","Transportation","0.9400","0.9400","0.9400","-0.0099","11517"
"CTL AUSTRALIA GROUP LIMITED","CIT","Class Pend",,"","","",""
"CUDECO LIMITED","CDU","Materials","0.4200","0.4300","0.4200","0.0000","4708"
"CUE ENERGY RESOURCES LIMITED","CUE","Energy","0.0550","0.0550","0.0550","0.0021","191818"
"CULLEN RESOURCES LIMITED","CUL","Materials","0.0010","0.0010","0.0010","0.0000","500000"
"CV CHECK LTD","CV1","Software & Services","0.1150","0.1150","0.1150","0.0052","10000"
"CVC LIMITED","CVC","Diversified Financials","2.1000","2.1000","2.1000","0.0407","39935"
"CWH RESOURCES LTD","CWH","Materials",,"","","",""
"CYBG PLC","CYB","Banks",,"","","",""
"CYCLIQ GROUP LTD","CYQ","Software & Services",,"","","",""
"CYCLOPHARM LIMITED","CYC","Health Care Equipment & Services","0.7700","0.7700","0.7700","-0.0195","27000"
"CYNATA THERAPEUTICS LIMITED","CYP","Pharmaceuticals, Biotechnology & Life Sciences","0.5600","0.5600","0.5550","0.0000","24306"
"DACIAN GOLD LIMITED","DCN","Materials","2.3100","2.3100","2.2700","-0.0099","33661"
"DAMPIER GOLD LIMITED","DAU","Materials","0.0320","0.0340","0.0320","-0.0010","21561"
"DANAKALI LIMITED","DNK","Materials","0.6550","0.6600","0.6550","0.0000","2062"
"DARK HORSE RESOURCES LIMITED","DHR","Materials","0.0030","0.0030","0.0030","-0.0008","999479"
"DART MINING NL","DTM","Materials","0.0070","0.0070","0.0070","0.0000","273596"
"DATA#3 LIMITED","DTL","Software & Services","1.8200","1.8300","1.8150","0.0031","14614"
"DATADOT TECHNOLOGY LIMITED","DDT","Automobiles & Components","0.0060","0.0060","0.0060","0.0000","100000"
"DATELINE RESOURCES LIMITED","DTR","Materials","0.0200","0.0200","0.0200","0.0000","40000"
"DAVENPORT RESOURCES LIMITED","DAV","Materials","0.1600","0.1600","0.1600","-0.0048","12369"
"DAWINE LTD","DW8","Food, Beverage & Tobacco","0.0100","0.0100","0.0100","0.0000","15506"
"DE GREY MINING LIMITED","DEG","Materials","0.0640","0.0640","0.0620","-0.0010","280000"
"DE.MEM LIMITED","DEM","Utilities","0.3300","0.3300","0.3300","0.0000","7500"
"DECIMAL SOFTWARE LIMITED","DSX","Software & Services","0.0330","0.0330","0.0330","0.0000","150000"
"DECMIL GROUP LIMITED","DCG","Capital Goods","0.9650","0.9650","0.9500","0.0050","118170"
"DEEP YELLOW LIMITED","DYL","Energy","0.2400","0.2400","0.2400","-0.0049","9863"
"DELECTA LIMITED","DLC","Retailing","0.0040","0.0040","0.0040","0.0000","587013"
"DELTA SBD LIMITED","DSB","Materials",,"","","",""
"DEMPSEY MINERALS LIMITED","DMI","Materials","0.0500","0.0500","0.0500","0.0021","1675000"
"DEPARTMENT 13 INTERNATIONAL LTD","D13","Capital Goods","0.0980","0.1050","0.0980","-0.0020","124494"
"DESANE GROUP HOLDINGS LIMITED","DGH","Real Estate","1.2200","1.2200","1.2200","0.0631","10000"
"DEVINE LIMITED","DVN","Real Estate","0.3700","0.3700","0.3650","0.0000","34819"
"DEXUS","DXS","Real Estate","9.5900","9.6000","9.5700","0.0249","194902"
"DGO GOLD LIMITED","DGO","Materials","0.6400","0.6400","0.6400","-0.0548","5537"
"DGR GLOBAL LIMITED","DGR","Materials","0.1250","0.1250","0.1250","0.0031","20000"
"DIATREME RESOURCES LIMITED","DRX","Materials","0.0100","0.0100","0.0100","-0.0009","10000"
"DICKER DATA LIMITED","DDR","Technology Hardware & Equipment","2.5000","2.5100","2.5000","0.0000","723"
"DIGIMATIC GROUP LIMITED","DMC","Software & Services","0.0400","0.0400","0.0400","0.0000","48300"
"DIGITALX LIMITED","DCC","Software & Services","0.0830","0.0840","0.0790","-0.0010","7300385"
"DIMERIX LIMITED","DXB","Pharmaceuticals, Biotechnology & Life Sciences",,"","","",""
"DING SHENG XIN FINANCE CO. LIMITED","DXF","Diversified Financials","0.0500","0.0500","0.0500","0.0000","89220"
"DIPLOMA GROUP LIMITED","DGX","Capital Goods",,"","","",""
"DIRECTMONEY LIMITED","DM1","Diversified Financials","0.0300","0.0300","0.0300","0.0000","43000"
"DISCOVERY AFRICA LIMITED","DAF","Materials","0.0140","0.0140","0.0140","0.0038","7000"
"DIVERSIFIED UNITED INVESTMENT LIMITED","DUI","Diversified Financials","3.7100","3.7100","3.7000","-0.0100","6958"
"DJERRIWARRH INVESTMENTS LIMITED","DJW","Diversified Financials","3.5400","3.5800","3.5400","0.0000","30577"
"DOMACOM LIMITED","DCL","Diversified Financials","0.0990","0.0990","0.0990","0.0000","4000"
"DOME GOLD MINES LIMITED","DME","Materials","0.2200","0.2200","0.2200","0.0000","2500"
"DOMINO'S PIZZA ENTERPRISES LIMITED","DMP","Consumer Services","42.9850","43.1700","42.9850","-0.0344","63903"
"DONACO INTERNATIONAL LIMITED","DNA","Consumer Services","0.4700","0.4750","0.4700","0.0030","4884"
"DONGFANG MODERN AGRICULTURE HOLDING GROUP LIMITED","DFM","Food, Beverage & Tobacco","0.8200","0.8200","0.8200","0.0000","11"
"DORAY MINERALS LIMITED","DRM","Materials","0.2350","0.2370","0.2350","0.0000","71040"
"DORSAVI LTD","DVL","Pharmaceuticals, Biotechnology & Life Sciences","0.3000","0.3000","0.3000","0.0000","10000"
"DOTZ NANO LIMITED","DTZ","Semiconductors & Semiconductor Equipment","0.1250","0.1250","0.1250","0.0000","100000"
"DOWNER EDI LIMITED","DOW","Commercial & Professional Services","6.9600","6.9800","6.9350","-0.0153","530036"
"DRAGON MINING LIMITED","DRA","Materials","0.2600","0.2600","0.2600","0.0000","13314"
"DRAGON MOUNTAIN GOLD LIMITED","DMG","Materials","0.0090","0.0090","0.0090","0.0000","102830"
"DRAGONTAIL SYSTEMS LIMITED","DTS","Software & Services","0.2250","0.2250","0.2250","0.0000","7906"
"DRAIG RESOURCES LIMITED","DRG","Materials",,"","","",""
"DRAKE RESOURCES LIMITED","DRK","Materials",,"","","",""
"DREAMSCAPE NETWORKS LIMITED","DN8","Software & Services","0.2350","0.2350","0.2350","0.0051","60000"
"DRIVER AUSTRALIA FOUR TRUST","DAZ","Not Applic",,"","","",""
"DRIVER AUSTRALIA MASTER TRUST","DAM","Not Applic",,"","","",""
"DRIVER AUSTRALIA THREE TRUST","DAE","Not Applic",,"","","",""
"DRIVER AUSTRALIA TWO TRUST","DAQ","Not Applic",,"","","",""
"DRONESHIELD LIMITED","DRO","Technology Hardware & Equipment","0.2100","0.2100","0.2000","0.0000","54323"
"DROPSUITE LIMITED","DSE","Software & Services","0.0630","0.0630","0.0630","0.0000","7930"
"DTI GROUP LTD","DTI","Technology Hardware & Equipment","0.1700","0.1700","0.1700","-0.0138","7000"
"DUBBER CORPORATION LIMITED","DUB","Software & Services","0.4000","0.4000","0.4000","0.0000","137214"
"DUKETON MINING LIMITED","DKM","Materials","0.1350","0.1400","0.1350","0.0000","97673"
"DULUXGROUP LIMITED","DLX","Materials","6.5800","6.6200","6.5800","0.0197","119604"
"DUXTON WATER LIMITED","D2O","Utilities","1.0500","1.0500","1.0500","0.0204","2781"
"DWS LIMITED","DWS","Software & Services","1.4650","1.4650","1.4570","0.0050","19347"
"DYNASTY RESOURCES LIMITED","DMA","Materials",,"","","",""
"E2 METALS LIMITED","E2M","Materials","0.1200","0.1200","0.1200","0.0109","16000"
"EAGLE HEALTH HOLDINGS LIMITED","EHH","Household & Personal Products",,"","","",""
"EAST ENERGY RESOURCES LIMITED","EER","Energy","0.0080","0.0080","0.0080","0.0000","78557"
"EAST WEST ENERGY LIMITED","EWE","Energy",,"","","",""
"EASTERN GOLDFIELDS LIMITED","EGS","Materials","0.2400","0.2400","0.2400","0.0000","73358"
"EASTERN IRON LIMITED","EFE","Materials","0.0120","0.0120","0.0120","0.0000","400000"
"EASTON INVESTMENTS LIMITED","EAS","Diversified Financials","1.2000","1.2000","1.2000","0.0522","83000"
"EBOS GROUP LIMITED","EBO","Health Care Equipment & Services",,"","","",""
"ECARGO HOLDINGS LIMITED","ECG","Commercial & Professional Services","0.0430","0.0430","0.0430","-0.0019","100000"
"ECHO RESOURCES LIMITED","EAR","Materials","0.1300","0.1300","0.1250","0.0000","65999"
"ECLIPSE METALS LIMITED.","EPM","Energy","0.0060","0.0060","0.0060","0.0000","250000"
"ECLIPX GROUP LIMITED","ECX","Diversified Financials","3.6050","3.6050","3.6000","0.0000","131186"
"EDEN INNOVATIONS LTD","EDE","Energy","0.1750","0.1750","0.1750","-0.0020","17059"
"EGAN STREET RESOURCES LIMITED","EGA","Materials","0.2850","0.2850","0.2850","-0.0143","10600"
"EHR RESOURCES LIMITED","EHX","Energy","0.1000","0.1000","0.1000","0.0000","48075"
"EILDON CAPITAL LIMITED","EDC","Diversified Financials","1.0700","1.0700","1.0700","0.0000","487"
"ELANOR INVESTORS GROUP","ENN","Consumer Services","2.1600","2.1600","2.1600","0.0102","1000"
"ELANOR RETAIL PROPERTY FUND","ERF","Real Estate","1.3500","1.3500","1.3500","0.0000","39308"
"ELDERS LIMITED","ELD","Food, Beverage & Tobacco","4.6800","4.7000","4.5800","-0.0398","53927"
"ELECTRO OPTIC SYSTEMS HOLDINGS LIMITED","EOS","Capital Goods","2.8200","2.8200","2.8200","-0.0587","616"
"ELEMENTOS LIMITED","ELT","Materials","0.0090","0.0090","0.0090","0.0011","85437"
"ELIXIR PETROLEUM LIMITED","EXR","Energy","0.0330","0.0330","0.0330","0.0000","250000"
"ELK PETROLEUM LIMITED","ELK","Energy","0.0740","0.0740","0.0740","0.0000","100000"
"ELLERSTON ASIAN INVESTMENTS LIMITED","EAI","Not Applic","0.9500","0.9500","0.9500","0.0050","17500"
"ELLERSTON GLOBAL INVESTMENTS LIMITED","EGI","Not Applic","1.0300","1.0300","1.0300","0.0050","2000"
"ELLEX MEDICAL LASERS LIMITED","ELX","Health Care Equipment & Services","0.9650","0.9650","0.9650","-0.0099","11"
"ELMO SOFTWARE LIMITED","ELO","Software & Services","2.4000","2.4000","2.4000","0.0000","61643"
"ELSIGHT LIMITED","ELS","Technology Hardware & Equipment","0.2100","0.2200","0.2100","0.0000","39987"
"ELYSIUM RESOURCES LIMITED","EYM","Materials","0.0090","0.0090","0.0090","-0.0009","6262301"
"EMBELTON LIMITED","EMB","Capital Goods","12.5000","12.5000","12.5000","0.0000","600"
"EMECO HOLDINGS LIMITED","EHL","Capital Goods","0.1770","0.1800","0.1770","0.0000","57965"
"EMERALD RESOURCES NL","EMR","Materials","0.0460","0.0460","0.0440","0.0000","174961"
"EMERGENT RESOURCES LIMITED","EMG","Materials","0.0080","0.0080","0.0080","0.0000","163"
"EMERGING MARKETS MASTERS FUND","EMF","Not Applic","1.9500","1.9500","1.9500","0.0101","19055"
"EML PAYMENTS LIMITED","EML","Diversified Financials","1.8700","1.8750","1.8600","0.0050","25359"
"EMMERSON RESOURCES LIMITED","ERM","Materials","0.0980","0.0980","0.0950","-0.0010","149374"
"EMPEROR RANGE GROUP LIMITED","ERX","Materials","0.0350","0.0350","0.0350","-0.0028","10000"
"EMPIRE ENERGY GROUP LIMITED","EEG","Energy","0.0080","0.0080","0.0080","0.0000","375000"
"EMPIRE OIL & GAS NL","EGO","Energy","0.1200","0.1200","0.1150","0.0000","119724"
"EMPIRE RESOURCES LIMITED","ERL","Materials","0.0240","0.0240","0.0240","0.0000","963368"
"EMPIRED LTD","EPD","Software & Services","0.6300","0.6400","0.6300","0.0000","18583"
"EMU NL","EMU","Materials","0.0980","0.0980","0.0980","0.0000","66000"
"ENCOUNTER RESOURCES LIMITED","ENR","Materials","0.0850","0.0850","0.0850","-0.0020","60983"
"ENEABBA GAS LIMITED","ENB","Utilities","0.0090","0.0090","0.0090","0.0000","350000"
"ENEGEX LIMITED","ENX","Energy","0.0230","0.0230","0.0230","0.0000","100000"
"ENERGIA MINERALS LIMITED","EMX","Energy","0.0180","0.0180","0.0180","0.0000","55555"
"ENERGY ACTION LIMITED","EAX","Commercial & Professional Services","0.8000","0.8000","0.8000","0.0000","20000"
"ENERGY METALS LTD","EME","Energy","0.0860","0.0860","0.0860","-0.0029","7875"
"ENERGY ONE LIMITED","EOL","Software & Services","0.5800","0.5800","0.5800","0.0316","5000"
"ENERGY RESOURCES OF AUSTRALIA LIMITED","ERA","Energy","0.5520","0.5550","0.5470","0.0020","33818"
"ENERGY TECHNOLOGIES LIMITED","EGY","Capital Goods","0.0040","0.0040","0.0040","-0.0008","300000"
"ENERGY WORLD CORPORATION LTD","EWC","Utilities","0.4150","0.4150","0.4100","-0.0049","6331"
"ENERO GROUP LIMITED","EGG","Media","1.0000","1.0100","1.0000","0.0204","1725"
"ENGENCO LIMITED","EGN","Capital Goods","0.3000","0.3000","0.3000","-0.0097","3220"
"ENHANCED OIL & GAS RECOVERY LIMITED","EOR","Energy","0.0070","0.0080","0.0070","0.0000","450000"
"ENICE HOLDING COMPANY LIMITED","ENC","Telecommunication Services","0.1850","0.1900","0.1850","0.0163","14428"
"ENNOX GROUP LTD","EXO","Diversified Financials","0.0030","0.0040","0.0030","0.0000","600000"
"ENSOGO LIMITED","E88","Retailing",,"","","",""
"ENSURANCE LTD","ENA","Insurance","0.1200","0.1200","0.1200","0.0000","18838"
"ENTEK ENERGY LTD","ETE","Energy","0.0210","0.0210","0.0210","0.0022","1000000"
"ENTERPRISE METALS LIMITED","ENT","Materials","0.0190","0.0190","0.0190","0.0000","47160"
"ENVIROMISSION LIMITED","EVM","Utilities",,"","","",""
"ENVIRONMENTAL CLEAN TECHNOLOGIES LIMITED","ESI","Commercial & Professional Services","0.0110","0.0120","0.0110","0.0000","670553"
"ENVIRONMENTAL GROUP LIMITED (THE)","EGL","Capital Goods","0.0560","0.0560","0.0560","-0.0019","5377"
"ENVIROSUITE LIMITED","EVS","Commercial & Professional Services","0.0620","0.0620","0.0620","-0.0019","80000"
"ENZUMO LIMITED","ENZ","Software & Services","0.0550","0.0550","0.0550","0.0000","18181"
"EPAT TECHNOLOGIES LTD","EPT","Health Care Equipment & Services","0.0730","0.0760","0.0730","-0.0010","560759"
"EPHRAIM RESOURCES LIMITED","EPA","Not Applic",,"","","",""
"EQT HOLDINGS LIMITED","EQT","Diversified Financials","17.5050","17.5600","17.5000","0.0000","6497"
"EQUATORIAL RESOURCES LIMITED","EQX","Materials","0.3650","0.3750","0.3650","-0.0049","6362"
"EQUUS MINING LIMITED","EQE","Materials","0.0440","0.0450","0.0430","0.0000","472253"
"ERM POWER LIMITED","EPW","Utilities","1.3750","1.3900","1.3750","-0.0070","23662"
"ESENSE-LAB LTD","ESE","Pharmaceuticals, Biotechnology & Life Sciences","0.1650","0.1650","0.1650","0.0000","8"
"ESERVGLOBAL LIMITED","ESV","Software & Services","0.1100","0.1100","0.1100","0.0000","49828"
"ESPERANCE MINERALS LIMITED","ESM","Materials",,"","","",""
"ESPORTS MOGUL ASIA PACIFIC LIMITED","ESH","Software & Services","0.0170","0.0170","0.0170","0.0000","139381"
"ESTIA HEALTH LIMITED","EHE","Health Care Equipment & Services","3.1350","3.1400","3.0800","-0.0150","296975"
"ESTRELLA RESOURCES LIMITED","ESR","Materials","0.0260","0.0260","0.0250","0.0010","82000"
"ETFS METAL SECURITIES AUSTRALIA LIMITED.","GOL","Diversified Financials",,"","","",""
"ETHERSTACK PLC","ESK","Software & Services","0.2500","0.2500","0.2500","-0.0268","22000"
"EUMUNDI GROUP LIMITED","EBG","Consumer Services","0.8700","0.8700","0.8700","0.0000","3928"
"EUREKA GROUP HOLDINGS LIMITED","EGH","Real Estate","0.3400","0.3450","0.3400","-0.0049","85199"
"EUROPEAN COBALT LTD","EUC","Materials","0.0850","0.0850","0.0840","-0.0010","805668"
"EUROPEAN LITHIUM LIMITED","EUR","Materials","0.0450","0.0450","0.0450","0.0000","130000"
"EUROPEAN METALS HOLDINGS LIMITED","EMH","Materials","0.7700","0.7700","0.7700","0.0000","1450"
"EUROZ LIMITED","EZL","Diversified Financials","1.0300","1.0300","1.0300","0.0101","9753"
"EVANS & PARTNERS GLOBAL DISRUPTION FUND","EGD","Not Applic","1.6600","1.6600","1.6600","0.0000","4500"
"EVE INVESTMENTS LIMITED","EVE","Diversified Financials","0.0050","0.0050","0.0050","0.0000","250697"
"EVENT HOSPITALITY AND ENTERTAINMENT LTD","EVT","Media","12.5300","12.6600","12.4900","0.1516","34109"
"EVOLUTION MINING LIMITED","EVN","Materials","2.5000","2.5000","2.4850","0.0050","1052791"
"EVOLVE EDUCATION GROUP LIMITED","EVO","Consumer Services",,"","","",""
"EVZ LIMITED","EVZ","Capital Goods","0.0140","0.0140","0.0140","0.0000","260000"
"EXCELSIOR GOLD LIMITED","EXG","Materials","0.0510","0.0510","0.0500","-0.0010","78466"
"EXPLAURUM LIMITED","EXU","Materials","0.1400","0.1400","0.1400","0.0000","4350"
"EXTERRA RESOURCES LIMITED","EXC","Materials","0.0430","0.0450","0.0430","0.0000","770242"
"EZA CORPORATION LTD","EZA","Commercial & Professional Services",,"","","",""
"FACTOR THERAPEUTICS LIMITED","FTT","Pharmaceuticals, Biotechnology & Life Sciences","0.0580","0.0580","0.0580","0.0000","91071"
"FAIRFAX MEDIA LIMITED","FXJ","Media","0.9670","0.9700","0.9600","0.0020","1117951"
"FAMILY ZONE CYBER SAFETY LIMITED","FZO","Software & Services","0.5450","0.5500","0.5450","-0.0146","48828"
"FAR LIMITED","FAR","Energy","0.0710","0.0720","0.0710","0.0000","833296"
"FARM PRIDE FOODS LIMITED","FRM","Food, Beverage & Tobacco","1.0200","1.0200","1.0200","-0.0050","16527"
"FARMAFORCE LIMITED","FFC","Health Care Equipment & Services","0.1300","0.1300","0.1300","0.0390","5000"
"FASTBRICK ROBOTICS LTD","FBR","Capital Goods","0.2300","0.2300","0.2200","-0.0049","1804734"
"FASTER ENTERPRISES LTD","FE8","Real Estate","0.0780","0.0780","0.0780","-0.0056","4000"
"FAT PROPHETS GLOBAL CONTRARIAN FUND LTD","FPC","Not Applic","1.0600","1.0600","1.0600","0.0000","45000"
"FAT PROPHETS GLOBAL PROPERTY FUND","FPP","Class Pend",,"","","",""
"FATFISH INTERNET GROUP LTD","FFG","Diversified Financials","0.0110","0.0110","0.0110","-0.0009","11000"
"FE LIMITED","FEL","Materials","0.0320","0.0320","0.0320","0.0046","200000"
"FERRUM CRESCENT LIMITED","FCR","Materials","0.0020","0.0020","0.0020","0.0000","150000"
"FERTOZ LIMITED","FTZ","Materials","0.0700","0.0700","0.0700","-0.0047","9571"
"FFI HOLDINGS LIMITED","FFI","Food, Beverage & Tobacco","4.1000","4.1000","4.1000","-0.0299","233"
"FIDUCIAN GROUP LIMITED","FID","Diversified Financials","4.3000","4.3000","4.3000","-0.0495","20"
"FIELD SOLUTIONS HOLDINGS LIMITED","FSG","Telecommunication Services","0.0280","0.0280","0.0280","-0.0010","13140"
"FINBAR GROUP LIMITED","FRI","Real Estate","0.8100","0.8100","0.8100","0.0000","83"
"FINDERS RESOURCES LIMITED","FND","Materials",,"","","",""
"FIRST GRAPHITE LIMITED","FGR","Materials","0.0700","0.0700","0.0690","0.0000","116574"
"FIRST GROWTH FUNDS LIMITED","FGF","Not Applic","0.0080","0.0080","0.0070","0.0000","3828806"
"FIRSTMAC MORTGAGE FUNDING TRUST SERIES 1-2007","FMA","Not Applic",,"","","",""
"FIRSTWAVE CLOUD TECHNOLOGY LIMITED","FCT","Software & Services","0.2800","0.2800","0.2800","0.0000","34494"
"FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED","FPH","Health Care Equipment & Services","10.9100","10.9100","10.8800","0.0196","29652"
"FITZROY RIVER CORPORATION LTD","FZR","Energy","0.1750","0.1750","0.1750","0.0051","6000"
"FLAGSHIP INVESTMENTS LIMITED","FSI","Diversified Financials","1.5800","1.5800","1.5800","-0.0246","56"
"FLEETWOOD CORPORATION LIMITED","FWD","Consumer Durables & Apparel","3.0400","3.0600","3.0400","-0.0100","15980"
"FLETCHER BUILDING LIMITED","FBU","Materials","7.4450","7.4800","7.4350","0.0000","159940"
"FLEXIGROUP LIMITED","FXL","Diversified Financials","1.6900","1.6950","1.6850","0.0051","67175"
"FLEXIROAM LIMITED","FRX","Telecommunication Services","0.0900","0.0900","0.0900","0.0000","21000"
"FLIGHT CENTRE TRAVEL GROUP LIMITED","FLT","Consumer Services","47.9500","47.9700","47.5600","0.1726","78146"
"FLINDERS MINES LIMITED","FMS","Materials","0.0500","0.0500","0.0500","-0.0045","68718"
"FLUENCE CORPORATION LIMITED","FLC","Commercial & Professional Services","0.7000","0.7050","0.7000","0.0000","27363"
"FOCUS MINERALS LTD","FML","Materials","0.4300","0.4300","0.4250","-0.0049","47615"
"FOLKESTONE EDUCATION TRUST","FET","Real Estate","2.8000","2.8200","2.8000","-0.0199","10462"
"FOLKESTONE LIMITED","FLK","Real Estate","1.1600","1.1800","1.1600","-0.0196","8441"
"FONTERRA SHAREHOLDERS' FUND","FSF","Food, Beverage & Tobacco",,"","","",""
"FORAGER AUSTRALIAN SHARES FUND","FOR","Not Applic",,"","","",""
"FORCE COMMODITIES LIMITED","4CE","Materials","0.0540","0.0540","0.0540","0.0000","500000"
"FORTE CONSOLIDATED LIMITED","FRC","Materials","0.0200","0.0200","0.0200","0.0000","20000"
"FORTESCUE METALS GROUP LTD","FMG","Materials","5.8900","5.8900","5.8600","0.0153","1977226"
"FOY GROUP LIMITED","FOY","Materials",,"","","",""
"FRASER RANGE METALS GROUP LTD","FRN","Materials","0.0230","0.0230","0.0230","0.0000","50000"
"FREEDOM FOODS GROUP LIMITED","FNP","Food, Beverage & Tobacco","4.4000","4.4500","4.4000","-0.0691","3674"
"FREEDOM INSURANCE GROUP LTD","FIG","Insurance","0.7850","0.8100","0.7800","0.0000","26956"
"FREEDOM OIL AND GAS LTD","FDM","Energy","0.1050","0.1050","0.1000","0.0000","430000"
"FREEHILL MINING LIMITED.","FHS","Materials",,"","","",""
"FREELANCER LIMITED","FLN","Software & Services","0.4900","0.4900","0.4900","0.0050","8953"
"FREMONT PETROLEUM CORPORATION LIMITED","FPL","Energy","0.0190","0.0190","0.0190","0.0000","34999"
"FRONTIER CAPITAL GROUP LIMITED","FCG","Commercial & Professional Services",,"","","",""
"FRONTIER DIGITAL VENTURES LIMITED","FDV","Software & Services","0.7350","0.7350","0.7350","0.0000","13500"
"FRONTIER RESOURCES LIMITED","FNT","Materials","0.0170","0.0170","0.0170","-0.0009","37912"
"FSA GROUP LIMITED","FSA","Diversified Financials","1.4000","1.4000","1.4000","0.0000","717"
"FUNTASTIC LIMITED","FUN","Retailing","0.0100","0.0100","0.0100","0.0000","62000"
"FUTURE FIBRE TECHNOLOGIES LIMITED","FFT","Technology Hardware & Equipment","0.1700","0.1750","0.1700","0.0000","100000"
"FUTURE GENERATION GLOBAL INVESTMENT COMPANY LIMITED","FGG","Not Applic","1.0850","1.0850","1.0850","-0.0050","76782"
"FUTURE GENERATION INVESTMENT COMPANY LIMITED","FGX","Not Applic","1.1100","1.1100","1.1100","0.0000","2923"
"FYI RESOURCES LIMITED","FYI","Materials","0.0360","0.0360","0.0360","0.0058","240000"
"G MEDICAL INNOVATIONS HOLDINGS LIMITED","GMV","Health Care Equipment & Services","0.4400","0.4550","0.4300","0.0051","396838"
"G.U.D. HOLDINGS LIMITED","GUD","Consumer Durables & Apparel","11.4700","11.4900","11.4600","0.0195","27423"
"G8 EDUCATION LIMITED","GEM","Consumer Services","3.7800","3.7900","3.7650","0.0000","311064"
"GAGE ROADS BREWING CO LIMITED","GRB","Food, Beverage & Tobacco","0.0560","0.0560","0.0540","0.0000","110695"
"GALAXY RESOURCES LIMITED","GXY","Materials","2.1000","2.1100","2.0900","-0.0050","958433"
"GALE PACIFIC LIMITED","GAP","Consumer Durables & Apparel","0.3850","0.3850","0.3850","0.0051","10525"
"GALENA MINING LIMITED","G1A","Class Pend",,"","","",""
"GALILEE ENERGY LIMITED","GLL","Energy","0.0950","0.0950","0.0950","0.0000","35000"
"GARDA CAPITAL GROUP","GCM","Not Applic",,"","","",""
"GARDA DIVERSIFIED PROPERTY FUND","GDF","Real Estate","1.1800","1.1800","1.1800","0.0000","20706"
"GAS2GRID LIMITED","GGX","Energy","0.0030","0.0030","0.0030","0.0000","146917"
"GASCOYNE RESOURCES LIMITED","GCY","Materials","0.5050","0.5150","0.5050","-0.0049","81213"
